Hello World
afraid : 264
dropped : 132
terrible : 132
coming : 132
blade : 132
lot : 132
brilliant : 132
own : 132
low : 132
excitement : 264
graven : 132
currant : 264
i've : 132
breakfast : 132
bells : 132
ivy : 132
bestwood : 132
brought : 132
exclaimed : 132
spring : 132
iron : 132
life : 132
happy : 132
gold : 132
proceeded : 132
sensitive : 132
rift : 132
later : 132
weed : 264
thorn : 132
lingered : 132
back : 132
come : 792
grossness : 132
seen : 132
young : 264
up : 924
field : 264
talking : 132
picked : 132
mount : 132
william's : 132
feeling : 264
half-past : 132
doesn't : 132
down : 660
discovered : 396
garden : 792
fear : 132
to : 6996
hall : 132
dreams : 264
inner : 132
climbed : 396
half : 132
good : 132
round : 264
must : 264
after : 396
trowell : 132
then--not : 132
understood : 132
care : 132
dark : 264
lunch : 264
excursion : 132
glitter : 132
fields : 132
stump : 132
so : 396
whose : 132
white : 132
hundreds : 132
pale : 396
shone : 132
miriam : 1452
that : 1452
than : 264
several : 132
got : 132
immediately : 132
softly : 264
ilkeston : 132
walking : 132
coloured : 132
can : 132
sudden : 132
surrounded : 132
catch : 132
about : 528
well : 132
caressed : 132
sun : 264
lane : 132
leaving : 132
setting : 132
disgust : 132
loitered : 132
clumps : 132
narcissi : 132
drawn : 132
top : 264
feel : 264
girls : 264
sawing : 132
you : 528
bulbs : 132
chill : 132
soon : 264
cry : 132
seven : 132
high : 264
certain : 132
yew-hedges : 132
bent : 132
out : 792
chastened : 132
very : 924
person : 132
birth : 132
for : 1584
sethley : 132
hedgerows : 132
everything : 396
house : 132
venerable : 132
filled : 132
beyond : 528
went : 2508
are : 132
tree : 132
behold : 132
can't : 396
shadow : 264
working : 264
speaking : 132
rooms : 132
brothers : 132
idleness : 132
wind : 132
quivering : 132
awkward : 132
slender : 132
tyres : 132
atmosphere : 132
concentrated : 132
did : 792
again : 396
heights : 132
matters : 132
like : 660
scyllas : 132
manor : 132
not : 1320
haven't : 132
impatient : 132
now : 396
scotsman : 132
organised : 132
say : 264
trees : 132
saw : 528
language : 132
gooseberry-bush : 132
some : 660
finger-tips : 132
crouched : 132
prayer : 264
suddenly : 132
might : 660
jumble : 132
lilies : 132
dreamed : 132
pain : 132
mentioned : 132
rarely : 264
buds : 132
dared : 132
contact : 132
wanted : 132
delight : 132
gusto : 132
ravel : 132
watched : 132
paid : 132
believed : 132
words : 132
mind : 264
just : 396
slowly : 132
blank : 132
pennine : 132
corner : 132
speak : 132
gangs : 132
excited : 132
should : 132
utterly : 132
broken : 528
leonard : 132
fascination : 132
mustn't : 132
annie : 132
old : 792
but : 1584
latent : 132
mother's : 132
belong : 132
buy : 132
ruin : 132
little : 924
alive : 132
race : 132
been : 396
sent : 132
were : 2508
turned : 792
colourless : 132
cold : 396
died : 132
three : 396
head : 132
directly : 132
public-houses : 132
mare : 132
goes : 132
font : 132
sheaves : 132
sense : 132
gate : 132
girl's : 132
threw : 132
thick : 132
food : 132
even : 264
town : 132
mary : 132
pitch : 132
golden : 132
derbyshire : 132
warm : 132
other : 660
have : 924
paper : 132
one : 792
calling : 132
dim : 132
because : 264
fit : 132
another : 396
girl : 132
full : 264
dick : 132
immature : 132
fine : 132
passion : 132
find : 132
meal : 132
with : 3036
sharp : 132
bushed : 132
vision : 132
folk : 264
rich : 132
steep : 132
poor : 132
came : 1320
the : 20064
begets : 132
woods : 132
around : 132
beside : 132
tower : 396
roofs : 132
lads : 396
remembered : 264
book : 132
started : 132
their : 924
missed : 132
first : 132
bags : 132
File name: input/input_01.txt
he'd : 132
bright : 132
clump : 132
bacon : 132
answered : 132
hose : 132
time : 528
married : 132
chewed : 132
dripping : 132
sympathy : 132
bought : 132
else : 132
saucerful : 132
table--he : 132
few : 396
assertive : 132
bit : 132
he's : 132
discuss : 132
somebody : 132
herself : 396
sick : 264
big : 1056
moral : 132
made : 792
realised : 264
side : 132
usually : 132
grew : 264
grey : 264
glazed : 132
stir : 132
a : 15048
hour : 132
morning : 264
till : 396
peevishly : 132
i : 924
reproach : 132
red : 528
days : 132
having : 264
hastened : 132
ham : 132
tool : 132
infant : 132
took : 924
has : 264
kiss : 264
mixing : 132
adjoining : 132
kicked : 264
had : 5148
bang : 396
fat : 264
far : 132
display : 132
resist : 132
preferred : 396
much : 396
armchair : 132
soaking : 132
delicate : 132
colliers : 264
often : 264
kirk : 528
day : 396
make : 792
room : 264
hacked : 132
cooks : 132
shovel-dirt : 132
morel : 4620
distant : 132
tried : 132
through : 264
lights : 132
as'll : 132
coal : 132
scullery : 132
showing : 264
alike : 132
reached : 132
lay : 924
finished : 396
shadows : 132
main : 132
bullying : 132
never : 660
great : 528
which : 1452
wooden : 132
ran : 396
take : 132
there : 1320
peace : 132
blows : 132
exhaust : 132
brown : 132
boy : 132
nursing : 132
cup : 792
gentlemen : 132
peculiar : 264
knowing : 132
rock : 132
carried : 264
hatred : 132
disgusted : 132
among : 132
empty : 132
her : 7656
carry : 132
hill : 132
apple-charlotte : 132
cream-coloured : 132
hold : 132
bad : 132
shoulders : 132
singlet's : 132
breathed : 132
rose : 264
imagined : 132
hoped : 132
will : 396
scene : 132
western : 132
baby's : 132
shook : 132
upon : 132
home : 792
day's : 132
thought : 396
holy : 264
road : 264
space : 264
dragged : 264
clear : 132
short : 264
rather : 396
winsome : 132
hole : 132
melt : 132
water : 528
held : 396
dozen : 132
green : 528
dreaded : 132
whereupon : 264
clergyman : 132
hollow : 132
concluded : 132
cut : 528
peg : 132
overworked : 132
midst : 132
swiftly : 132
reluctantly : 132
since : 132
him : 1848
rote--pretending : 132
flung : 132
where : 264
every : 264
changed : 132
fires : 132
almost : 660
remainder : 132
his : 13992
stunned : 132
family : 132
mirrored : 132
dirt : 132
seamed : 132
contract : 132
bed : 396
hers : 132
pleasure : 132
finger : 132
dinner : 264
herb : 132
bless : 132
whole : 132
diminishing : 132
apple : 132
peeled : 132
restless : 132
alders : 132
strangely : 132
steaming : 132
proudly : 132
while : 660
sight : 132
west's : 132
seam : 132
rip : 132
pantry : 132
exceedingly : 132
poker : 264
your : 132
into : 2244
bottle : 396
tears : 264
rim : 132
meals : 132
boxed : 132
accidentally : 132
looked : 1188
wife : 1056
things : 132
spread : 132
also : 132
velvet : 132
shout : 132
sugar : 264
faint : 132
appear : 132
discussion : 132
understand : 132
treatment : 132
pop : 264
yellow : 132
its : 792
blew : 396
hung : 132
cawing : 132
hearth : 132
bossed : 132
eyes : 264
candle : 132
seat : 132
drink : 264
it'll : 132
tha's : 264
along : 528
alone : 132
laugh : 132
lying : 264
pudding : 264
waiting : 396
under : 528
soul : 132
became : 264
always : 792
bachelor : 132
bottom : 396
lot : 132
low : 132
sweat : 132
sort : 264
i've : 132
exclaimed : 264
s'll : 132
life : 132
worked : 132
best : 132
baby : 924
come : 396
back : 1056
seen : 132
young : 132
handful : 132
talking : 264
picking : 132
gave : 528
pit-bank : 132
presence : 132
remain : 132
feeling : 1056
down : 2640
quickened : 132
upstairs : 132
garden : 132
mate : 132
world : 264
waggon : 132
hills : 132
cos : 132
become : 132
climbed : 132
ended : 132
bowed : 132
trucks : 132
bower : 396
understood : 132
pouring : 132
care : 264
boy's : 132
vest : 132
orange : 132
whose : 132
mouth : 264
behind : 396
gone : 132
bullied : 132
period : 132
moments : 132
whereas : 132
bell : 132
cast : 132
soothe : 132
sound : 396
freely : 132
heered : 132
scarf : 264
got : 1320
early : 264
berries : 132
quarter : 132
walking : 132
can : 528
packed : 132
children : 396
struck : 132
corn : 132
leaving : 528
child : 396
dirty : 132
replied : 528
thrust : 264
parson : 132
strength : 132
you : 2112
bending : 132
soon : 132
canna : 132
downstairs : 132
high : 132
undyed : 132
very : 924
could--spelling : 132
curve : 132
doors : 132
birth : 132
blazed : 132
else'll : 132
blinds : 132
towards : 132
house : 528
draw : 132
ringing : 132
silently : 132
tree : 132
accepted : 132
shadow : 264
milk : 132
mile : 132
pink : 132
full-sized : 132
mountain-ash : 132
hours : 132
piled : 132
flushed : 132
throbbing : 132
again : 396
like : 1188
not : 2112
many : 528
sat : 1188
now : 660
say : 132
saw : 132
tied : 132
some : 1056
water--and : 132
suddenly : 264
nodded : 132
put : 1584
twopence : 132
copperful : 132
line : 132
growled : 132
dared : 132
watched : 132
modern : 132
believed : 132
mind : 132
end : 528
just : 264
anthony : 132
corner : 264
whilst : 264
drag : 264
stoked : 132
already : 132
wouldn't : 132
jumped : 132
annie : 660
but : 2244
mother's : 264
connected : 132
skin : 132
been : 660
heap : 132
sent : 132
hear : 132
child's : 132
beer : 132
cold : 396
there's : 528
longer : 132
chief : 132
sure : 264
nasty : 132
sheaves : 132
contrive : 132
sink : 132
saucepan : 132
comes : 396
wants : 132
thick : 396
voices : 132
lift : 132
golden : 132
wearily : 132
call : 132
passionate : 132
slices : 264
softly-woven : 132
ashamed : 132
turns : 132
hanging : 264
because : 924
another : 396
full : 396
lit : 264
sweeping : 132
poor : 264
struggled : 132
came : 924
gates : 132
master's : 132
noise : 132
soft : 132
quite : 528
instead : 132
started : 132
their : 1056
first : 660
auction : 132
blessed : 132
said : 3432
singlet : 132
peppering : 132
visit : 132
continued : 264
until : 132
over : 2244
she : 10560
began : 396
abashed : 132
slow : 132
something : 264
flannel : 132
deep : 264
black : 528
asked : 264
ordinary : 132
wiped : 132
forgive : 132
whispering : 132
once : 132
cleaned : 132
he : 16896
god-parent : 132
sleep : 132
struggle : 132
butter : 132
haystacks : 264
judiciously : 132
eat : 132
introduction : 132
go : 396
parson's : 132
greenhill : 132
before : 924
navel : 132
six : 264
sufficiently : 132
leave : 132
could : 792
do : 396
left : 528
wet : 396
evening : 264
man : 924
sheet : 132
streaming : 132
bear : 132
look : 264
stood : 1188
safe : 132
may : 132
beat : 132
needs : 132
stool : 264
o'clock : 132
overhung : 132
fire : 396
talked : 132
sank : 132
sit : 528
yer : 264
sip : 132
what : 660
sunset : 132
stands : 132
nothing : 264
smashed : 132
disagreeable : 132
yet : 264
guts : 132
body : 132
rocked : 132
least : 132
stupid : 132
spite : 396
by : 660
aware : 132
flawless : 132
long : 132
sleeves : 132
who : 528
close : 264
slight : 132
would : 1848
any : 264
light : 132
be : 660
think : 132
occasionally : 132
darkening : 132
get : 132
starve : 132
and : 15840
i'd : 132
bundles : 132
played : 264
against : 132
stalk : 132
i'm : 528
walk : 132
wall : 132
constitution : 132
straight : 264
thing : 132
congregational : 132
does : 132
sluther : 132
glistening : 132
set : 264
shrill : 132
poking : 132
husband : 396
stockings : 396
knocked : 132
hands : 528
men : 792
coal-place : 132
all : 2244
appeared : 264
quaint : 132
sides : 264
stile : 132
five : 132
makes : 132
at : 7128
as : 4092
sea : 132
still : 396
walter : 264
see : 528
stand : 132
am : 132
wedding : 132
an : 924
bottoms : 264
off : 528
thoroughly : 132
why : 132
calico : 132
william : 396
they : 660
fell : 132
no : 924
door : 132
bother : 132
of : 13860
spiritual : 132
dried : 132
bread : 264
on : 4884
only : 264
tramp : 132
knife : 132
morel's : 132
thoughts : 132
fetch : 132
chock : 132
heart : 396
or : 1056
done : 132
something--quite : 132
son : 132
sitting : 264
thinking : 264
them : 264
then : 2244
pick-haft : 132
d'yer : 132
small : 528
thee : 528
moment : 132
plenty : 132
occurred : 132
across : 924
looking : 528
melting : 132
heard : 528
handed : 132
yard-ends : 132
master'll : 132
closed : 132
me : 132
heaton : 396
ideas : 132
bluish : 132
don't : 660
it's : 660
fallow : 132
my : 660
floated : 132
miners : 264
last : 396
wales : 132
sometimes : 132
being : 264
newspaper--what : 132
love : 660
looks : 132
rasher : 132
more : 528
level : 132
when : 2904
him--what : 132
such : 132
liked : 264
heavy : 660
innermost : 132
mother : 264
warming : 132
swum : 132
called : 264
this : 1848
sucked : 132
loss : 132
way : 264
from : 1980
beauty : 132
smeared : 132
was : 9900
real : 132
if : 1980
seemed : 792
indifferent : 132
read : 396
arms : 792
between : 132
is : 1188
those : 264
it : 5148
ill : 132
gets : 132
old-fashioned : 132
hewing : 132
loved : 396
know : 1188
in : 6600
working--and : 132
mantelpiece : 132
away : 396
two : 660
twenty : 132
felt : 528
blue : 396
meadow : 132
remained : 132
found : 264
passed : 132
arts : 132
knew : 132
ready : 264
showed : 132
turning : 264
bustle : 132
pride : 132
strange : 132
forward : 264
lifted : 264
happen : 132
place : 132
piece : 132
chunks : 132
going : 132
how : 792
owt : 132
dropped : 132
rushed : 264
coming : 132
hot : 132
own : 264
fellow : 132
face : 528
spying : 132
give : 264
common : 264
woollen : 132
stayed : 528
next : 396
bestwood : 132
brought : 396
mouths : 132
running : 132
stooped : 132
twenty-four : 132
noticed : 132
habit : 132
happy : 132
whenever : 132
caught : 132
hard : 264
hair : 132
park : 132
news : 132
boss : 132
vegetables : 132
poured : 396
swindle : 132
up : 3300
field : 132
fact : 264
string : 132
half-past : 132
doesn't : 264
laid : 264
slice : 132
batter-pudding : 132
loathed : 132
fear : 132
keep : 396
to : 12144
frowned : 132
both : 132
inner : 264
sipping : 132
half : 264
round : 528
didn't : 132
after : 792
mud : 132
dark : 264
swallow : 132
snap-bag : 264
toasted : 132
ash-pit : 132
text : 132
unable : 132
sluthered : 132
so : 1320
white : 396
listening : 264
physically : 132
that : 2904
than : 264
opposite : 132
catch : 132
about : 1056
well : 132
aggie : 132
sun : 396
impulse : 132
hand : 264
brooding : 132
grumble : 132
prince : 132
shut : 132
barkled : 132
four : 132
rain : 132
too : 792
top : 132
sighing : 132
feel : 396
dry : 132
feet : 132
fierily : 132
avoided : 132
whistle : 132
needed : 132
lamp : 264
drops : 396
ha'e : 132
tight : 132
our : 132
leaned : 132
out : 2640
forth : 132
for : 4224
shake : 264
slovenly : 132
bring : 132
tin : 264
whether : 132
clout : 132
filled : 528
went : 3168
consolation : 132
open : 132
whence : 132
thy : 264
are : 396
watching : 132
burden : 132
false : 132
rubbing : 132
wine : 132
fork : 132
caked : 132
form : 132
whined : 132
shocks : 132
did : 792
minister : 528
table : 264
fair : 132
putting : 264
without : 660
shall : 132
stockinged : 132
clogged : 132
knitting : 132
nowt : 132
dinner-plate--he : 132
tired : 132
trees : 132
moustache : 264
cried : 792
frail : 132
harder : 132
smell : 264
might : 264
pain : 132
finally : 132
rugs : 132
trying : 264
wanted : 924
heaviness : 132
miner : 264
night's : 132
wagging : 132
cloth : 264
shifting : 132
giving : 132
boots : 132
want : 264
edge : 132
walked : 132
flakes : 132
speak : 264
nuisance : 132
meadows : 132
should : 264
point : 132
physique : 132
paternal : 132
ten : 528
fronted : 132
old : 396
hated : 264
foot : 132
wish : 132
bosom : 132
answers : 132
little : 792
tea : 792
dismal : 132
were : 2376
turned : 132
please : 132
niver : 264
died : 132
woman : 528
dinners : 132
halfway : 132
regained : 132
directly : 132
pleased : 132
shirt : 132
work : 132
except : 132
symbol : 132
frets : 132
moan : 132
himself : 132
depended : 132
threw : 132
jokes : 132
food : 132
wave : 132
even : 396
rest : 264
wore : 132
perhaps : 264
trudged : 132
ter : 396
derbyshire : 132
treat : 132
other : 264
clambering : 132
warm : 264
yard : 132
have : 264
one : 1584
merely : 132
fond : 132
heart-breaking : 132
girl : 132
candle--he : 132
scarcely : 132
fresh : 132
rule : 132
meat : 264
ate : 132
sheep-bridge : 132
melted : 132
fine : 396
pulled : 396
forms : 132
weren't : 132
find : 396
meal : 132
with : 6072
resented : 132
nearly : 132
the : 38016
women : 396
flower-blue : 132
iv'ry : 132
hedge : 132
drank : 132
tha : 396
cluster : 132
butted : 132
marrow : 132
File name: input/input_29.txt
he'd : 132
said : 3432
b'loved : 132
murmured : 132
over : 264
oven : 132
relentless : 132
began : 132
she : 6996
curls : 132
doesna : 132
black : 132
asked : 132
laughs : 264
comic : 264
number : 264
he : 5544
meet : 132
smoke : 132
bit : 396
he's : 132
touch : 132
bite : 132
arranged : 132
big : 132
self-mistrustful : 132
before : 396
made : 132
she'd : 264
could : 132
do : 396
left : 264
look : 528
stood : 264
bear : 132
beat : 132
a : 5016
talked : 132
taking : 132
fire : 132
i : 792
broke : 132
sit : 132
new : 132
red : 264
what : 528
nothing : 132
having : 132
returned : 132
yet : 132
fancy : 132
you'd : 132
took : 396
spite : 132
self-conscious : 132
spoken : 132
long : 132
same : 132
trembling : 264
who : 264
kiss : 264
would : 660
any : 396
delighted : 132
light : 132
had : 1188
be : 396
think : 396
burst : 132
cigarette-case : 132
and : 4884
armchair : 132
i'd : 132
better : 132
laughed : 660
against : 132
i'm : 132
straight : 132
room : 132
thing : 132
does : 396
set : 132
met : 132
tale : 132
men : 264
all : 660
neighbours : 132
talk : 132
sides : 132
five : 132
lay : 132
at : 1848
as : 1188
still : 264
s'd : 132
wicked : 264
moved : 132
expected : 132
which : 396
great : 132
see : 396
there : 264
an : 264
inside : 132
cruelty : 132
off : 528
brown : 132
forget : 132
why : 264
they : 396
wrestled : 132
somehow : 132
no : 132
peered : 132
of : 3036
dough : 264
burnt : 132
bread : 264
reddish : 132
on : 1584
says : 132
her : 3564
forgetting : 132
wonderful : 132
wild : 132
heart : 132
or : 132
loaves : 264
scent : 132
rose : 132
suppose : 132
them : 396
then : 264
will : 132
folding : 132
small : 264
thee : 132
voluptuously : 132
upon : 132
newspaper : 132
hastily : 132
spout : 132
plenty : 132
most : 132
thought : 132
followed : 132
looking : 132
heard : 132
clean : 132
handfuls : 132
rather : 264
me : 528
twisting : 132
aren't : 132
connie's : 132
held : 264
scooped : 132
green : 132
bluish : 132
beautiful : 132
don't : 264
it's : 132
my : 396
settle : 132
you're : 528
conceives : 132
last : 528
being : 132
intense : 132
entered : 132
conceived : 132
him : 1056
every : 132
love : 264
almost : 264
more : 132
his : 4092
when : 528
bursting : 132
wonder : 132
painted : 132
here : 264
pleasure : 132
paul : 792
mother : 132
strong : 132
gently : 132
this : 396
from : 660
believe : 132
smaller : 132
awful : 132
while : 264
was : 2244
if : 264
bits : 132
stuck : 132
between : 528
ruefully : 132
those : 132
is : 132
it : 2112
your : 528
into : 792
scraped : 264
in : 2244
know : 132
pass : 132
cleans : 132
two : 132
away : 132
blue : 132
looked : 396
boxed : 264
brazen : 132
ears : 132
things : 132
remained : 132
spread : 132
smart : 132
puffing : 132
tipping : 132
nice : 132
disappeared : 132
its : 264
blew : 132
hearth : 132
showed : 132
eyes : 264
giggled : 132
intercourse : 132
forward : 132
combed : 264
tumbled : 132
place : 132
turn : 132
going : 396
how : 264
under : 132
became : 264
dropped : 132
rushed : 132
alfred : 132
coming : 132
lot : 132
hot : 132
own : 132
silent : 132
face : 132
sort : 132
next : 132
brought : 396
exclaimed : 264
s'll : 132
life : 132
pick : 132
reckoning : 132
lover's : 132
hair : 264
hard : 132
sarcasm : 132
back : 264
come : 132
young : 396
seem : 132
up : 1188
talking : 132
gave : 132
lief : 132
feeling : 132
doesn't : 132
down : 396
insinuated : 132
garden : 132
to : 3960
withdrawn : 132
paul's : 132
oblivion : 132
springing : 132
good : 132
puffed : 264
loose : 132
didn't : 396
after : 132
affected : 132
nevertheless : 132
friends : 132
dark : 528
taken : 132
burned : 396
grated : 264
so : 396
mouth : 132
white : 132
gone : 264
miriam : 1980
that : 528
uncomfortably : 132
tilting : 132
than : 132
foreign : 132
teacher : 132
got : 264
cigarette : 528
opposite : 132
about : 924
well : 132
child : 132
replied : 396
tapped : 132
top : 132
chin : 132
thing's : 132
feet : 132
you : 2376
inquiring : 132
knocking : 132
cushion-cover : 132
farther : 132
our : 264
very : 132
bent : 264
out : 396
forth : 132
doors : 132
for : 1584
wrists : 132
house : 132
sarcastic : 132
sympathetically : 132
whether : 132
went : 660
understands : 132
expect : 132
open : 264
are : 132
damp : 132
can't : 132
shouldn't : 264
rubbing : 132
tilted : 132
others : 132
did : 792
blinked : 132
like : 264
teeth : 132
putting : 132
not : 1056
sat : 528
now : 132
jolly : 132
saw : 396
cried : 528
crouched : 264
smell : 264
suddenly : 132
morel--you : 132
might : 132
nodded : 132
put : 396
jumping : 132
wetted : 132
bread's : 132
king : 132
wanted : 264
seems : 264
grate : 132
cloth : 132
removing : 132
money : 132
mended : 132
knees : 132
giving : 264
boots : 132
want : 264
covered : 132
just : 132
let : 132
crisp : 132
lurch--seemed : 132
should : 396
leonard : 396
fingered : 132
annie : 528
but : 528
old : 264
hate : 132
hated : 132
little : 396
been : 264
were : 528
woman : 396
positive : 132
head : 132
winking : 132
work : 528
charcoal : 132
connection : 132
tongue : 132
nasty : 132
seized : 132
comes : 264
gate : 132
threw : 132
pathetic : 132
thick : 132
roses : 132
even : 264
match : 132
friend : 132
stop : 132
dancing : 132
revenge : 132
other : 264
have : 1056
one : 528
solomon's : 132
merely : 132
pretty : 132
let's : 132
flame : 132
because : 132
another : 264
share : 132
full : 132
fix : 132
mean : 264
making : 264
fine : 264
pulled : 396
blow : 132
brains : 132
lit : 132
with : 2640
flinging : 132
poor : 264
beatrice : 1188
came : 132
the : 8052
ruffle : 132
scrapings : 132
quite : 264
tha : 264
instead : 132
lady : 132
File name: input/input_16.txt
said : 2244
christmas--at : 132
love-making : 132
time : 264
married : 264
initials : 132
feverish : 132
accompanied : 132
she : 6732
began : 132
sealed : 132
chimed : 132
something : 132
right : 132
deep : 132
black : 264
these : 792
opened : 132
asked : 792
once : 264
daisies : 264
he : 6732
sleep : 132
washing : 132
few : 132
bit : 264
he's : 132
touch : 132
bitter : 132
somebody : 132
herself : 264
lines : 132
big : 264
letters : 132
go : 528
scribbled : 132
idea : 132
she's : 1056
jet-black : 132
made : 132
six : 132
she'd : 132
times : 132
could : 528
side : 132
consider : 132
usually : 132
write : 132
left : 132
tell : 132
do : 396
evening : 132
stood : 264
look : 396
beat : 132
wrath : 132
a : 6072
mother--she : 264
glimpse : 132
morning : 132
talked : 132
taking : 264
i : 3168
sit : 264
new : 132
what : 792
minton : 132
nothing : 396
having : 264
returned : 132
yet : 264
railing : 132
envelope : 132
took : 132
you'd : 132
by : 528
enough : 132
long : 528
same : 132
has : 132
hat : 132
who : 396
couldn't : 264
would : 792
any : 132
had : 1848
be : 924
think : 396
get : 528
station : 132
far : 264
wrongs : 132
much : 264
cream : 132
hair--big : 132
and : 8448
holiday : 132
near : 132
often : 264
accustomed : 132
better : 132
laughed : 132
against : 396
active : 132
large : 132
thing : 264
hope : 132
remember : 132
saying : 396
glistening : 132
sadness : 132
morel : 924
hawthorn : 132
through : 132
laughing : 132
hands : 132
raw-boned : 132
pay : 132
buried : 132
catching : 132
all : 792
manifested : 132
five : 264
lay : 264
at : 1584
she'll : 396
as : 2112
bronchial : 132
therefore : 132
never : 792
rag : 132
great : 264
see : 264
am : 264
i'll : 132
take : 264
an : 264
there : 660
off : 396
ticked : 132
castle : 132
boy : 132
why : 396
nobody : 264
they : 528
william : 1188
irritably : 132
stamped : 132
you've : 132
no : 924
comforted : 132
forgotten : 132
hatred : 132
of : 2772
baffled : 132
break : 132
unnatural : 132
confirmed : 396
flower-decked : 132
confirmation : 132
only : 264
on : 2244
her : 5016
that's : 660
thoughts : 132
underthings : 132
wild : 132
screen : 132
rot : 132
heart : 264
or : 264
son : 132
bad : 264
them : 264
then : 396
will : 132
ought : 396
settling : 132
home : 132
looking : 132
thank : 132
rather : 132
me : 792
kept : 132
clock : 132
beautiful : 264
don't : 528
it's : 396
marriage : 264
my : 660
fourth : 132
cut : 132
earth : 132
nose : 132
you're : 264
save : 132
second : 132
last : 396
sometimes : 264
firmly : 132
him : 264
since : 132
mess : 132
where : 132
love : 396
carved : 132
almost : 132
horse's : 132
more : 396
his : 3300
when : 1056
perfectly : 132
train : 132
miserably : 132
midsummer : 132
isn't : 132
such : 396
flat : 132
means : 132
heavy : 132
paul : 528
stuff : 132
mother : 264
exaggeratedly : 132
prayer-books--and : 132
tenderness : 132
dress : 132
bet : 132
penny : 132
this : 132
lost : 264
way : 132
her--a : 132
from : 264
beauty : 132
believe : 264
while : 396
was : 4488
sight : 132
if : 1056
able : 132
seemed : 792
read : 660
shillings : 132
hopeless : 132
between : 132
commanded : 132
despair : 132
is : 792
it : 1848
afternoon : 132
gets : 132
your : 660
into : 132
in : 5148
know : 264
tears : 264
worse : 264
two : 264
hurt : 132
felt : 132
blue : 264
looked : 528
tender : 132
meadow : 132
things : 396
remained : 132
velvet : 132
lets : 132
breaking : 264
found : 132
understand : 264
wrote : 132
nice : 132
its : 132
ready : 132
ragged : 264
eyes : 132
marrons : 132
hairs : 132
it'll : 132
sunshine : 132
place : 132
alone : 132
going : 264
how : 264
sifted : 132
soul : 132
quiet : 132
always : 132
stopping : 132
afraid : 132
supper : 132
sunday : 396
coming : 132
conflict : 264
fellow : 132
admire : 132
we : 396
god : 132
give : 528
i've : 264
next : 264
life : 132
dresses : 132
fierce : 132
reply : 132
notice : 132
hair : 132
mostly : 132
later : 132
come : 264
theatrical : 132
back : 396
fault : 132
young : 264
up : 528
billing : 132
gave : 264
careless : 132
william's : 132
subsided : 132
feeling : 132
down : 264
week : 132
keep : 264
to : 6204
both : 132
you'll : 264
round : 132
somewhere : 132
must : 132
thicker : 132
didn't : 264
after : 396
robin : 132
care : 132
taken : 132
marry : 264
misery : 132
raked : 132
so : 1188
lamed : 132
white : 132
gone : 264
worthy : 132
thinner : 132
that : 792
than : 528
got : 660
can : 396
about : 264
hearthrug : 132
well : 396
bitterness : 132
destroy : 132
replied : 132
rugged : 132
too : 264
endlessly : 132
feel : 132
dry : 132
you : 3168
spangles : 132
soon : 132
canna : 132
months : 132
anything : 132
gaze : 132
threaded : 132
pretend : 132
certain : 264
leaned : 132
very : 528
out : 132
wrapped : 132
for : 1188
towards : 264
sweetheart's : 132
kissed : 264
went : 396
beyond : 132
fascinated : 132
are : 396
shouldn't : 264
can't : 528
gathering : 132
weather : 132
pink : 132
is--a : 132
morning--and : 132
quivering : 132
did : 264
matters : 132
wasn't : 132
like : 528
without : 264
shall : 264
many : 264
not : 1056
nor : 132
sat : 528
now : 396
say : 792
myself : 132
saw : 396
cried : 264
ask : 264
some : 396
cross : 132
position : 132
twittering : 132
suddenly : 132
might : 396
jumping : 132
uncomfortable : 132
pair : 132
wanted : 528
watched : 132
attitude : 132
believed : 132
money : 264
mine : 132
mind : 132
want : 264
end : 132
covered : 132
just : 132
walked : 264
whilst : 396
keston : 132
should : 264
wouldn't : 132
fingered : 132
lily : 528
annie : 264
goose : 132
ten : 132
old : 264
but : 1716
hate : 132
hated : 396
mother's : 132
wish : 132
buy : 396
hadn't : 132
little : 264
show : 264
used : 132
been : 396
were : 792
turned : 132
died : 132
there's : 132
three : 528
power : 132
saturday : 132
head : 132
sure : 132
goes : 132
nervous : 132
son's : 132
comes : 132
himself : 132
wants : 264
hearing : 132
silky : 132
season : 132
fly : 132
world's : 132
even : 264
perhaps : 132
ter : 132
warm : 264
have : 1056
one : 528
ruining : 132
ashamed : 132
because : 132
another : 132
girl : 264
fine : 132
find : 396
cold--i : 132
with : 1584
glanced : 132
poor : 132
religious--she : 132
the : 6204
came : 132
teach : 132
jay-bird's : 132
beside : 132
flashing : 132
quite : 132
dropping : 132
engaged : 132
book : 264
summer : 132
first : 132
File name: input/input_13.txt
need : 132
using : 132
said : 2376
he'd : 132
threat : 132
wait : 132
answered : 264
over : 660
time : 264
degenerate : 132
movement : 132
she : 5016
slow : 264
flannel : 132
bare : 132
bought : 264
black : 132
arthur : 528
these : 264
chattered : 132
asked : 264
once : 132
told : 264
he : 7128
clung : 132
glib : 132
he's : 132
gaily : 132
herself : 264
seating : 132
each : 132
big : 132
go : 264
she's : 264
chairs : 132
made : 396
servant : 132
meanness : 132
six : 132
trouble : 264
slightly : 264
could : 132
smoking : 132
wives : 132
grew : 264
tell : 132
do : 264
evening : 132
man : 528
stood : 660
look : 132
tone : 132
a : 5016
entry-end : 132
fruits : 132
wearing : 132
bars : 132
gardens : 132
o'clock : 132
shy : 264
hour : 264
morning : 132
till : 132
manners : 264
talked : 396
i : 792
sit : 528
